timestamp,pair,spread_pct,best_dex,best_out,worst_dex,worst_out,num_routes,best_impact_pct
2026-03-30T13:03:22.960902,USDC/SOL,0.349940,SolFi V2,1.19204733,Meteora,1.18789043,6,0.000060
2026-03-30T13:03:23.549786,SOL/USDT,1.767575,GoonFi V2,83.94147400,Meteora,82.48351600,6,0.000245
2026-03-30T13:03:24.213365,USDC/USDT,3.497965,HumidiFi → Raydium CLMM → GoonFi V2 → GoonFi V2 → GoonFi V2,1000.62950200,Raydium,966.81080200,6,0.000298
2026-03-30T13:03:24.765589,SOL/RAY,0.200743,Raydium CLMM,145.92330500,Raydium,145.63096100,3,0.000000
2026-03-30T13:03:25.353008,SOL/JUP,2.959289,GoonFi V2 → HumidiFi,561.95449300,Raydium,545.80261700,5,0.000000
2026-03-30T13:03:25.927690,SOL/BONK,0.707419,Whirlpool,14279736.61067000,Raydium,14179428.63992000,5,0.000291
2026-03-30T13:03:31.505560,SOL/USDC,0.564420,HumidiFi → AlphaQ,83.90325600,Meteora,83.43234700,6,0.000000
2026-03-30T13:09:26.827308,SOL/USDC,0.533664,0.581061,Meteora DLMM,T1,83.91713400,Meteora,T2,83.43234100,83.92925600,6,0.000075
2026-03-30T13:09:27.879613,SOL/USDT,0.816187,1.794996,Raydium CLMM,T1,83.96405900,Meteora,T2,82.48348400,83.97000800,6,0.000144
2026-03-30T13:09:29.186000,USDC/USDT,0.067399,3.482082,Raydium CLMM,T1,1000.47594600,Raydium,T2,966.81080200,1000.60828000,6,0.000149
2026-03-30T13:09:37.235778,SOL/USDC,0.507059,0.554444,Meteora DLMM,T1,83.89492700,Meteora,T2,83.43234100,83.92198500,6,0.000184
2026-03-30T13:09:38.287063,SOL/USDT,0.820996,1.799852,Raydium CLMM,T1,83.96806400,Meteora,T2,82.48348300,83.98284400,6,0.000051
2026-03-30T13:09:39.448977,USDC/USDT,0.067399,3.482082,Raydium CLMM,T1,1000.47594600,Raydium,T2,966.81080200,1000.60611400,6,0.000124
2026-03-30T13:09:47.532672,SOL/USDC,0.528534,0.575929,Meteora DLMM,T1,83.91285200,Meteora,T2,83.43234100,83.92506300,6,0.000000
2026-03-30T13:09:48.584708,SOL/USDT,0.830333,1.809281,Raydium CLMM,T1,83.97584000,Meteora,T2,82.48348200,83.98877500,6,0.000000
2026-03-30T13:09:49.717940,USDC/USDT,0.067399,3.482082,Raydium CLMM,T1,1000.47594900,Raydium,T2,966.81080200,1000.58876700,6,0.000185
2026-03-30T13:09:57.815805,SOL/USDC,0.852898,0.900447,Meteora DLMM,T1,84.18360400,Meteora,T2,83.43234000,84.18360400,6,0.000000
2026-03-30T13:09:58.866534,SOL/USDT,0.917472,1.897267,Raydium CLMM,T1,84.04841300,Meteora,T2,82.48348100,84.07263000,6,0.000000
2026-03-30T13:10:00.027189,USDC/USDT,0.067399,3.482082,Raydium CLMM,T1,1000.47595000,Raydium,T2,966.81080200,1000.65977500,6,0.000202
2026-03-30T13:10:08.076410,SOL/USDC,0.485113,0.592103,Whirlpool,T1,84.02257000,Meteora,T2,83.52799800,84.04300000,6,0.000000
2026-03-30T13:10:09.158706,SOL/USDT,0.874209,1.788386,Raydium CLMM,T1,84.05922200,Meteora,T2,82.58233100,84.06790800,6,0.000362
2026-03-30T13:22:05.160471,SOL/USDC,0,0.226093,0.290495,Raydium CLMM,T1,83.80598500,Meteora,T2,83.56323800,83.82166800,6,0.000000
2026-03-30T13:22:06.244237,SOL/USDT,0,0.589777,1.539148,Raydium CLMM,T1,83.85333000,Meteora,T2,82.58226700,83.86572500,6,0.000000
2026-03-30T13:22:07.407007,USDC/USDT,0,0.067425,3.482109,Raydium CLMM,T1,1000.47620900,Raydium,T2,966.81080200,1000.59453600,6,0.000083
2026-03-30T13:22:16.576902,PUMP/USDC,1,0.132000,0.132000,Whirlpool,T1,1.72879700,Meteora DLMM,T1,1.72651800,1.72924800,2,0.000186
2026-03-30T13:22:23.305958,PUMP/USDC,1,0.112307,0.112307,Whirlpool,T1,1.72845700,Meteora DLMM,T1,1.72651800,1.72890400,2,0.000760
2026-03-30T13:22:24.362153,PUMP/USDC,1,0.112307,0.112307,Whirlpool,T1,1.72845700,Meteora DLMM,T1,1.72651800,1.72884700,2,0.000414
2026-03-30T13:22:25.490286,SKR/USDC,1,3.551846,3.551846,Whirlpool,T1,18.49363900,Raydium CLMM,T1,17.85930400,18.50245400,3,0.000000
2026-03-30T13:22:28.741538,BP/USDC,1,0.024875,0.024875,Whirlpool,T1,0.15682500,Meteora DLMM,T1,0.15678600,0.15682500,3,0.001985
2026-03-30T13:22:30.894501,SKR/USDC,1,3.551846,3.551846,Whirlpool,T1,18.49363900,Raydium CLMM,T1,17.85930400,18.50245400,3,0.000000
2026-03-30T13:22:31.944315,SOL/USDC,1,0.157331,0.221691,Whirlpool,T1,83.74848800,Meteora,T2,83.56323600,83.75020900,6,0.000309
