timestamp,pair,spread_pct,best_dex,best_out,worst_dex,worst_out,num_routes,best_impact_pct
2026-03-30T13:03:04.058135,SOL/USDC,0.549410,GoonFi V2,83.89073300,Meteora,83.43234700,6,0.000000
2026-03-30T13:03:04.608588,USDC/SOL,0.354096,TesseraV,1.19209670,Meteora,1.18789043,6,0.000029
2026-03-30T13:03:05.194547,SOL/USDT,1.764298,GoonFi V2,83.93877400,Meteora,82.48351900,6,0.000000
2026-03-30T13:03:05.996326,USDC/USDT,3.494322,HumidiFi → HumidiFi → GoonFi V2 → SolFi V2,1000.59428100,Raydium,966.81080200,6,0.000066
2026-03-30T13:03:06.580327,SOL/RAY,0.200750,Raydium CLMM,145.92331500,Raydium,145.63096100,3,0.000005
2026-03-30T13:03:07.164271,SOL/JUP,2.961379,GoonFi V2 → HumidiFi,561.96590000,Raydium,545.80261700,5,0.000000
2026-03-30T13:03:07.718929,SOL/BONK,0.707413,Whirlpool,14279735.81452000,Raydium,14179428.63992000,5,0.000291
2026-03-30T13:03:13.308400,SOL/USDC,0.566060,HumidiFi,83.90462400,Meteora,83.43234700,6,0.000000
2026-03-30T13:03:13.891389,USDC/SOL,0.338671,GoonFi V2,1.19191347,Meteora,1.18789043,6,0.000198
2026-03-30T13:03:14.474652,SOL/USDT,1.786973,HumidiFi → SolFi V2,83.95747600,Meteora,82.48351800,6,0.000000
2026-03-30T13:03:15.076701,USDC/USDT,3.497123,Meteora DLMM → PancakeSwap → HumidiFi → AlphaQ → HumidiFi,1000.62136800,Raydium,966.81080200,6,0.000030
2026-03-30T13:03:15.658378,SOL/RAY,0.221481,GoonFi V2 → GoonFi V2 → Raydium,145.95350600,Raydium,145.63096100,3,0.000000
2026-03-30T13:03:16.248345,SOL/JUP,2.910294,GoonFi V2 → GoonFi V2 → ZeroFi,561.68707800,Raydium,545.80261700,5,0.000434
2026-03-30T13:03:16.826920,SOL/BONK,0.707419,Whirlpool,14279736.61067000,Raydium,14179428.63992000,5,0.000291
2026-03-30T13:03:22.412067,SOL/USDC,0.551225,GoonFi V2 → GoonFi V2,83.89224700,Meteora,83.43234700,6,0.000000
